"","genenames"
"13889","SEC11C"
"13890","LMAN1"
"13891","CCBE1"
"13892","PMAIP1"
"13893","RP11-879F14.2"
"13894","RNF152"
"13895","PIGN"
"13896","KIAA1468"
"13897","TNFRSF11A"
"13898","ZCCHC2"
"13899","RP11-120K19.4"
"13900","PHLPP1"
"13901","BCL2"
"13902","RP11-299P2.2"
"13903","KDSR"
"13904","RP11-635N19.1"
"13905","VPS4B"
"13906","SERPINB2"
"13907","SERPINB10"
"13908","HMSD"
"13909","SERPINB8"
"13910","DSEL"
"13911","TMX3"
"13912","CCDC102B"
"13913","CD226"
"13914","RTTN"
"13915","SOCS6"
"13916","GTSCR1"
"13917","NETO1"
"13918","RP11-676J15.1"
"13919","FBXO15"
"13920","TIMM21"
"13921","CYB5A"
"13922","CNDP2"
"13923","LINC00909"
"13924","ZNF407"
"13925","RP11-405M12.3"
"13926","RP11-405M12.4"
"13927","ZADH2"
"13928","TSHZ1"
"13929","ZNF516"
"13930","RP11-17M16.2"
"13931","RP11-162A12.2"
"13932","RP11-162A12.4"
"13933","ZNF236"
"13934","RP11-862L9.3"
"13935","MBP"
"13936","RP11-4B16.4"
"13937","ATP9B"
"13938","NFATC1"
"13939","RP11-567M16.6"
"13940","CTDP1"
"13941","KCNG2"
"13942","PQLC1"
"13943","HSBP1L1"
"13944","TXNL4A"
"13945","RP11-795F19.5"
"13946","RBFA"
"13947","RP11-795F19.1"
"13948","ADNP2"
"13949","PARD6G-AS1"
"13950","PARD6G"
"13951","RP5-1103G7.10"
"13952","C20orf96"
"13953","ZCCHC3"
"13954","NRSN2-AS1"
"13955","SOX12"
"13956","NRSN2"
"13957","TRIB3"
"13958","RBCK1"
"13959","TBC1D20"
"13960","CSNK2A1"
"13961","TCF15"
"13962","FAM110A"
"13963","PSMF1"
"13964","RP4-545L17.11"
"13965","SNPH"
"13966","SDCBP2"
"13967","SDCBP2-AS1"
"13968","RP11-314N13.3"
"13969","FKBP1A"
"13970","NSFL1C"
"13971","SIRPB2"
"13972","SIRPD"
"13973","SIRPB1"
"13974","SIRPG"
"13975","RP5-858L17.1"
"13976","SIRPA"
"13977","STK35"
"13978","RP11-128M1.1"
"13979","SNRPB"
"13980","ZNF343"
"13981","NOP56"
"13982","IDH3B"
"13983","EBF4"
"13984","CPXM1"
"13985","PCED1A"
"13986","VPS16"
"13987","PTPRA"
"13988","MRPS26"
"13989","OXT"
"13990","AVP"
"13991","UBOX5"
"13992","FASTKD5"
"13993","RP5-1187M17.10"
"13994","DDRGK1"
"13995","ITPA"
"13996","C20orf194"
"13997","ATRN"
"13998","SIGLEC1"
"13999","C20orf27"
"14000","CENPB"
"14001","CDC25B"
"14002","AP5S1"
"14003","MAVS"
"14004","RP11-119B16.2"
"14005","PANK2"
"14006","RNF24"
"14007","SMOX"
"14008","PRNP"
"14009","RASSF2"
"14010","SLC23A2"
"14011","RP5-1116H23.4"
"14012","TMEM230"
"14013","PCNA"
"14014","CDS2"
"14015","GPCPD1"
"14016","C20orf196"
"14017","CHGB"
"14018","TRMT6"
"14019","MCM8"
"14020","RP5-967N21.11"
"14021","CRLS1"
"14022","FERMT1"
"14023","BMP2"
"14024","TMX4"
"14025","PLCB1"
"14026","PLCB4"
"14027","LAMP5"
"14028","ANKEF1"
"14029","MKKS"
"14030","SLX4IP"
"14031","JAG1"
"14032","BTBD3"
"14033","SPTLC3"
"14034","ISM1"
"14035","TASP1"
"14036","ESF1"
"14037","NDUFAF5"
"14038","SEL1L2"
"14039","MACROD2"
"14040","KIF16B"
"14041","AL049794.1"
"14042","SNRPB2"
"14043","BFSP1"
"14044","DSTN"
"14045","RRBP1"
"14046","SNX5"
"14047","MGME1"
"14048","PET117"
"14049","CSRP2BP"
"14050","ZNF133"
"14051","DZANK1"
"14052","POLR3F"
"14053","RBBP9"
"14054","SEC23B"
"14055","LINC00493"
"14056","DTD1"
"14057","RP5-1068E13.7"
"14058","SLC24A3"
"14059","RP1-122P22.2"
"14060","RIN2"
"14061","NAA20"
"14062","CRNKL1"
"14063","RALGAPA2"
"14064","KIZ"
"14065","KIZ-AS1"
"14066","RP1-198K11.5"
"14067","XRN2"
"14068","THBD"
"14069","CD93"
"14070","NXT1"
"14071","LINC01431"
"14072","GZF1"
"14073","NAPB"
"14074","CST3"
"14075","CST7"
"14076","APMAP"
"14077","ACSS1"
"14078","ENTPD6"
"14079","RP5-965G21.3"
"14080","PYGB"
"14081","ABHD12"
"14082","GINS1"
"14083","NINL"
"14084","NANP"
"14085","ZNF337-AS1"
"14086","ZNF337"
"14087","RP13-401N8.1"
"14088","LINC01597"
"14089","HM13"
"14090","RP3-324O17.8"
"14091","ID1"
"14092","BCL2L1"
"14093","RP11-243J16.7"
"14094","TPX2"
"14095","DUSP15"
"14096","PDRG1"
"14097","HCK"
"14098","TM9SF4"
"14099","PLAGL2"
"14100","POFUT1"
"14101","KIF3B"
"14102","ASXL1"
"14103","NOL4L"
"14104","COMMD7"
"14105","DNMT3B"
"14106","MAPRE1"
"14107","RP5-1085F17.3"
"14108","CDK5RAP1"
"14109","SNTA1"
"14110","CBFA2T2"
"14111","NECAB3"
"14112","C20orf144"
"14113","ACTL10"
"14114","E2F1"
"14115","PXMP4"
"14116","ZNF341"
"14117","CHMP4B"
"14118","RALY-AS1"
"14119","RP5-1125A11.7"
"14120","RP5-1125A11.6"
"14121","RALY"
"14122","EIF2S2"
"14123","ASIP"
"14124","AHCY"
"14125","ITCH"
"14126","DYNLRB1"
"14127","MAP1LC3A"
"14128","PIGU"
"14129","NCOA6"
"14130","TP53INP2"
"14131","GGT7"
"14132","ACSS2"
"14133","GSS"
"14134","MYH7B"
"14135","TRPC4AP"
"14136","EDEM2"
"14137","PROCR"
"14138","MMP24-AS1"
"14139","EIF6"
"14140","UQCC1"
"14141","CEP250"
"14142","RP3-477O4.14"
"14143","ERGIC3"
"14144","SPAG4"
"14145","CPNE1"
"14146","RBM12"
"14147","NFS1"
"14148","ROMO1"
"14149","RBM39"
"14150","PHF20"
"14151","SCAND1"
"14152","CNBD2"
"14153","LINC00657"
"14154","AAR2"
"14155","DLGAP4"
"14156","DLGAP4-AS1"
"14157","MYL9"
"14158","TGIF2"
"14159","C20orf24"
"14160","SLA2"
"14161","NDRG3"
"14162","DSN1"
"14163","SOGA1"
"14164","SAMHD1"
"14165","RBL1"
"14166","MROH8"
"14167","RPN2"
"14168","MANBAL"
"14169","SRC"
"14170","BLCAP"
"14171","CTNNBL1"
"14172","TTI1"
"14173","RPRD1B"
"14174","TGM2"
"14175","BPI"
"14176","RALGAPB"
"14177","ACTR5"
"14178","PPP1R16B"
"14179","FAM83D"
"14180","RP4-616B8.5"
"14181","RP4-616B8.4"
"14182","DHX35"
"14183","MAFB"
"14184","TOP1"
"14185","PLCG1"
"14186","ZHX3"
"14187","LPIN3"
"14188","CHD6"
"14189","SRSF6"
"14190","L3MBTL1"
"14191","RP1-138B7.7"
"14192","IFT52"
"14193","MYBL2"
"14194","TOX2"
"14195","OSER1"
"14196","OSER1-AS1"
"14197","FITM2"
"14198","TTPAL"
"14199","SERINC3"
"14200","PKIG"
"14201","ADA"
"14202","LINC01260"
"14203","YWHAB"
"14204","PABPC1L"
"14205","TOMM34"
"14206","STK4"
"14207","MATN4"
"14208","SDC4"
"14209","SYS1"
"14210","PIGT"
"14211","RP3-453C12.15"
"14212","RP3-461P17.10"
"14213","WFDC3"
"14214","DNTTIP1"
"14215","UBE2C"
"14216","TNNC2"
"14217","SNX21"
"14218","ACOT8"
"14219","ZSWIM3"
"14220","ZSWIM1"
"14221","NEURL2"
"14222","CTSA"
"14223","PLTP"
"14224","PCIF1"
"14225","ZNF335"
"14226","MMP9"
"14227","SLC12A5"
"14228","NCOA5"
"14229","CD40"
"14230","SLC35C2"
"14231","ELMO2"
"14232","ZNF334"
"14233","TP53RK"
"14234","RP1-28H20.3"
"14235","SLC2A10"
"14236","ZMYND8"
"14237","NCOA3"
"14238","SULF2"
"14239","LINC00494"
"14240","PREX1"
"14241","RP5-906C1.1"
"14242","ARFGEF2"
"14243","CSE1L"
"14244","STAU1"
"14245","DDX27"
"14246","ZNFX1"
"14247","ZFAS1"
"14248","B4GALT5"
"14249","SLC9A8"
"14250","SPATA2"
"14251","RNF114"
"14252","SNAI1"
"14253","UBE2V1"
"14254","TMEM189"
"14255","CEBPB-AS1"
"14256","CEBPB"
"14257","LINC01272"
"14258","PTPN1"
"14259","FAM65C"
"14260","PARD6B"
"14261","BCAS4"
"14262","ADNP"
"14263","ADNP-AS1"
"14264","DPM1"
"14265","MOCS3"
"14266","KCNG1"
"14267","NFATC2"
"14268","ATP9A"
"14269","ZFP64"
"14270","TSHZ2"
"14271","ZNF217"
"14272","BCAS1"
"14273","PFDN4"
"14274","FAM210B"
"14275","AURKA"
"14276","CSTF1"
"14277","CASS4"
"14278","RTFDC1"
"14279","FAM209A"
"14280","FAM209B"
"14281","RAE1"
"14282","MTRNR2L3"
"14283","RP4-800J21.3"
"14284","RBM38"
"14285","ZBP1"
"14286","PMEPA1"
"14287","RAB22A"
"14288","VAPB"
"14289","STX16"
"14290","STX16-NPEPL1"
"14291","NPEPL1"
"14292","GNAS"
"14293","RP1-309F20.3"
"14294","NELFCD"
"14295","CTSZ"
"14296","TUBB1"
"14297","ATP5E"
"14298","PRELID3B"
"14299","RP3-492J12.2"
"14300","ZNF831"
"14301","SYCP2"
"14302","FAM217B"
"14303","PPP1R3D"
"14304","CDH26"
"14305","C20orf197"
"14306","MIR646HG"
"14307","RP11-429E11.3"
"14308","TAF4"
"14309","RP11-11M20.4"
"14310","LSM14B"
"14311","PSMA7"
"14312","SS18L1"
"14313","MTG2"
"14314","OSBPL2"
"14315","ADRM1"
"14316","LAMA5"
"14317","RP5-908M14.9"
"14318","RPS21"
"14319","CABLES2"
"14320","SLCO4A1"
"14321","RP11-93B14.9"
"14322","NTSR1"
"14323","LINC00659"
"14324","MRGBP"
"14325","OGFR"
"14326","COL9A3"
"14327","TCFL5"
"14328","DIDO1"
"14329","RP4-563E14.1"
"14330","GID8"
"14331","SLC17A9"
"14332","HAR1B"
"14333","HAR1A"
"14334","YTHDF1"
"14335","ARFGAP1"
"14336","KCNQ2"
"14337","PPDPF"
"14338","PTK6"
"14339","C20orf195"
"14340","HELZ2"
"14341","GMEB2"
"14342","CTD-3184A7.4"
"14343","STMN3"
"14344","ARFRP1"
"14345","ZGPAT"
"14346","RP4-583P15.16"
"14347","LIME1"
"14348","SLC2A4RG"
"14349","ZBTB46"
"14350","RP4-583P15.10"
"14351","RP4-591C20.9"
"14352","TPD52L2"
"14353","DNAJC5"
"14354","UCKL1"
"14355","UCKL1-AS1"
"14356","ZNF512B"
"14357","SAMD10"
"14358","PRPF6"
"14359","LINC00176"
"14360","TCEA2"
"14361","RGS19"
"14362","OPRL1"
"14363","LKAAEAR1"
"14364","MYT1"
"14365","PCMTD2"
"14366","CTD-3113P16.11"
"14367","PLPP2"
"14368","MIER2"
"14369","MADCAM1"
"14370","TPGS1"
"14371","CDC34"
"14372","GZMM"
"14373","AC009005.2"
"14374","BSG"
"14375","HCN2"
"14376","POLRMT"
"14377","FGF22"
"14378","RNF126"
"14379","FSTL3"
"14380","PRSS57"
"14381","PALM"
"14382","PTBP1"
"14383","PLPPR3"
"14384","AZU1"
"14385","PRTN3"
"14386","ELANE"
"14387","CFD"
"14388","MED16"
"14389","R3HDM4"
"14390","KISS1R"
"14391","ARID3A"
"14392","WDR18"
"14393","LLNLR-284B4.2"
"14394","TMEM259"
"14395","CNN2"
"14396","ABCA7"
"14397","HMHA1"
"14398","POLR2E"
"14399","GPX4"
"14400","SBNO2"
"14401","STK11"
"14402","ATP5D"
"14403","MIDN"
"14404","CIRBP"
"14405","C19orf24"
"14406","MUM1"
"14407","NDUFS7"
"14408","AC005329.7"
"14409","GAMT"
"14410","DAZAP1"
"14411","RPS15"
"14412","CTB-25B13.5"
"14413","APC2"
"14414","CTB-25B13.12"
"14415","C19orf25"
"14416","PCSK4"
"14417","REEP6"
"14418","ADAMTSL5"
"14419","MEX3D"
"14420","MBD3"
"14421","UQCR11"
"14422","TCF3"
"14423","ATP8B3"
"14424","REXO1"
"14425","CTB-31O20.3"
"14426","KLF16"
"14427","CTB-31O20.2"
"14428","ABHD17A"
"14429","SCAMP4"
"14430","ADAT3"
"14431","CSNK1G2"
"14432","BTBD2"
"14433","MKNK2"
"14434","MOB3A"
"14435","IZUMO4"
"14436","AP3D1"
"14437","DOT1L"
"14438","PLEKHJ1"
"14439","SF3A2"
"14440","AMH"
"14441","JSRP1"
"14442","OAZ1"
"14443","C19orf35"
"14444","LINGO3"
"14445","LSM7"
"14446","SPPL2B"
"14447","TMPRSS9"
"14448","TIMM13"
"14449","LMNB2"
"14450","GADD45B"
"14451","GNG7"
"14452","DIRAS1"
"14453","SLC39A3"
"14454","SGTA"
"14455","THOP1"
"14456","ZNF554"
"14457","ZNF555"
"14458","ZNF556"
"14459","ZNF57"
"14460","AC006277.2"
"14461","ZNF77"
"14462","TLE2"
"14463","AES"
"14464","AC005944.2"
"14465","GNA11"
"14466","GNA15"
"14467","AC005264.2"
"14468","S1PR4"
"14469","NCLN"
"14470","CELF5"
"14471","NFIC"
"14472","SMIM24"
"14473","DOHH"
"14474","FZR1"
"14475","MFSD12"
"14476","HMG20B"
"14477","GIPC3"
"14478","TBXA2R"
"14479","CACTIN"
"14480","PIP5K1C"
"14481","TJP3"
"14482","APBA3"
"14483","MRPL54"
"14484","MATK"
"14485","ZFR2"
"14486","ATCAY"
"14487","DAPK3"
"14488","EEF2"
"14489","PIAS4"
"14490","ZBTB7A"
"14491","MAP2K2"
"14492","CREB3L3"
"14493","SIRT6"
"14494","EBI3"
"14495","CCDC94"
"14496","SHD"
"14497","TMIGD2"
"14498","FSD1"
"14499","STAP2"
"14500","MPND"
"14501","AC007292.3"
"14502","SH3GL1"
"14503","AC007292.6"
"14504","CHAF1A"
"14505","UBXN6"
"14506","CTB-50L17.9"
"14507","CTB-50L17.16"
"14508","CTB-50L17.10"
"14509","PLIN5"
"14510","LRG1"
"14511","SEMA6B"
"14512","TNFAIP8L1"
"14513","MYDGF"
"14514","DPP9"
"14515","FEM1A"
"14516","AC005523.2"
"14517","TICAM1"
"14518","PLIN3"
"14519","ARRDC5"
"14520","UHRF1"
"14521","KDM4B"
"14522","PTPRS"
"14523","TINCR"
"14524","SAFB2"
"14525","SAFB"
"14526","RPL36"
"14527","C19orf70"
"14528","HSD11B1L"
"14529","LONP1"
"14530","PRR22"
"14531","DUS3L"
"14532","NRTN"
"14533","NDUFA11"
"14534","VMAC"
"14535","AC104532.4"
"14536","CAPS"
"14537","RANBP3"
"14538","CTC-232P5.1"
"14539","RFX2"
"14540","MLLT1"
"14541","CTC-503J8.4"
"14542","ACER1"
"14543","CLPP"
"14544","ALKBH7"
"14545","PSPN"
"14546","GTF2F1"
"14547","KHSRP"
"14548","SLC25A23"
"14549","CRB3"
"14550","DENND1C"
"14551","CTD-2396E7.11"
"14552","TUBB4A"
"14553","TNFSF9"
"14554","CD70"
"14555","TNFSF14"
"14556","C3"
"14557","GPR108"
"14558","TRIP10"
"14559","SH2D3A"
"14560","VAV1"
"14561","ADGRE1"
"14562","ZNF557"
"14563","INSR"
"14564","CTB-133G6.1"
"14565","CTB-133G6.2"
"14566","PEX11G"
"14567","ZNF358"
"14568","MCOLN1"
"14569","PNPLA6"
"14570","XAB2"
"14571","PET100"
"14572","CTD-3214H19.4"
"14573","PCP2"
"14574","STXBP2"
"14575","RETN"
"14576","MCEMP1"
"14577","TRAPPC5"
"14578","FCER2"
"14579","CLEC4G"
"14580","CD209"
"14581","EVI5L"
"14582","PRR36"
"14583","CTD-3193O13.12"
"14584","MAP2K7"
"14585","TGFBR3L"
"14586","SNAPC2"
"14587","TIMM44"
"14588","ELAVL1"
"14589","CTD-2325M2.1"
"14590","CERS4"
"14591","CD320"
"14592","NDUFA7"
"14593","RPS28"
"14594","KANK3"
"14595","RAB11B-AS1"
"14596","RAB11B"
"14597","MARCH2"
"14598","HNRNPM"
"14599","PRAM1"
"14600","ZNF414"
"14601","MYO1F"
"14602","ADAMTS10"
"14603","AC130469.2"
"14604","ZNF558"
"14605","ZNF317"
"14606","ZNF699"
"14607","ZNF559"
"14608","ZNF266"
"14609","ZNF426"
"14610","CTC-543D15.8"
"14611","ZNF121"
"14612","ZNF561"
"14613","ZNF562"
"14614","ZNF846"
"14615","FBXL12"
"14616","UBL5"
"14617","CTD-2623N2.11"
"14618","PIN1"
"14619","OLFM2"
"14620","COL5A3"
"14621","C19orf66"
"14622","ANGPTL6"
"14623","PPAN"
"14624","P2RY11"
"14625","EIF3G"
"14626","DNMT1"
"14627","S1PR2"
"14628","MRPL4"
"14629","ICAM1"
"14630","CTD-2369P2.8"
"14631","ICAM4"
"14632","ICAM5"
"14633","ZGLP1"
"14634","CTD-2369P2.10"
"14635","FDX1L"
"14636","RAVER1"
"14637","AC114271.2"
"14638","ICAM3"
"14639","TYK2"
"14640","CDC37"
"14641","PDE4A"
"14642","KEAP1"
"14643","S1PR5"
"14644","ATG4D"
"14645","KRI1"
"14646","CDKN2D"
"14647","SLC44A2"
"14648","ILF3-AS1"
"14649","ILF3"
"14650","QTRT1"
"14651","DNM2"
"14652","TMED1"
"14653","C19orf38"
"14654","CARM1"
"14655","YIPF2"
"14656","C19orf52"
"14657","SMARCA4"
"14658","LDLR"
"14659","SPC24"
"14660","KANK2"
"14661","DOCK6"
"14662","RAB3D"
"14663","TMEM205"
"14664","CCDC159"
"14665","PLPPR2"
"14666","CTD-2342J14.6"
"14667","SWSAP1"
"14668","EPOR"
"14669","CCDC151"
"14670","PRKCSH"
"14671","ZNF653"
"14672","ECSIT"
"14673","ELOF1"
"14674","ZNF627"
"14675","ACP5"
"14676","CTC-499B15.5"
"14677","ZNF823"
"14678","ZNF441"
"14679","ZNF491"
"14680","ZNF440"
"14681","ZNF439"
"14682","ZNF69"
"14683","ZNF700"
"14684","ZNF763"
"14685","ZNF433"
"14686","ZNF844"
"14687","ZNF788"
"14688","ZNF20"
"14689","ZNF625"
"14690","ZNF136"
"14691","ZNF44"
"14692","ZNF563"
"14693","ZNF442"
"14694","CTD-3105H18.14"
"14695","ZNF799"
"14696","ZNF443"
"14697","ZNF709"
"14698","ZNF564"
"14699","ZNF490"
"14700","ZNF791"
"14701","CTD-2192J16.22"
"14702","MAN2B1"
"14703","WDR83"
"14704","WDR83OS"
"14705","DHPS"
"14706","CTD-2192J16.26"
"14707","FBXW9"
"14708","TNPO2"
"14709","C19orf43"
"14710","ASNA1"
"14711","HOOK2"
"14712","JUNB"
"14713","PRDX2"
"14714","CTD-2659N19.10"
"14715","RNASEH2A"
"14716","MAST1"
"14717","DNASE2"
"14718","KLF1"
"14719","GCDH"
"14720","SYCE2"
"14721","FARSA"
"14722","CALR"
"14723","CTC-425F1.4"
"14724","RAD23A"
"14725","GADD45GIP1"
"14726","NFIX"
"14727","LYL1"
"14728","TRMT1"
"14729","NACC1"
"14730","STX10"
"14731","IER2"
"14732","CTC-250I14.6"
"14733","CACNA1A"
"14734","CCDC130"
"14735","MRI1"
"14736","CTB-5E10.3"
"14737","C19orf53"
"14738","ZSWIM4"
"14739","CTD-3252C9.4"
"14740","NANOS3"
"14741","C19orf57"
"14742","CC2D1A"
"14743","PODNL1"
"14744","DCAF15"
"14745","RFX1"
"14746","CTB-55O6.13"
"14747","IL27RA"
"14748","CTB-55O6.8"
"14749","SAMD1"
"14750","PRKACA"
"14751","ASF1B"
"14752","CTB-55O6.12"
"14753","ADGRL1"
"14754","CTC-548K16.1"
"14755","ADGRE5"
"14756","DDX39A"
"14757","PKN1"
"14758","GIPC1"
"14759","DNAJB1"
"14760","TECR"
"14761","NDUFB7"
"14762","CLEC17A"
"14763","ADGRE3"
"14764","ZNF333"
"14765","ADGRE2"
"14766","SLC1A6"
"14767","ILVBL"
"14768","EPHX3"
"14769","BRD4"
"14770","AKAP8"
"14771","AKAP8L"
"14772","WIZ"
"14773","RASAL3"
"14774","PGLYRP2"
"14775","CYP4F22"
"14776","CYP4F3"
"14777","AC004791.2"
"14778","TPM4"
"14779","RAB8A"
"14780","CTD-2231E14.8"
"14781","HSH2D"
"14782","CIB3"
"14783","FAM32A"
"14784","CTD-2562J15.4"
"14785","AP1M1"
"14786","CTD-2562J15.6"
"14787","KLF2"
"14788","CTD-2013N17.7"
"14789","EPS15L1"
"14790","C19orf44"
"14791","CHERP"
"14792","CTD-3222D19.12"
"14793","SLC35E1"
"14794","CTD-3222D19.8"
"14795","MED26"
"14796","CTC-429P9.1"
"14797","SMIM7"
"14798","TMEM38A"
"14799","SIN3B"
"14800","F2RL3"
"14801","CPAMD8"
"14802","HAUS8"
"14803","MYO9B"
"14804","USE1"
"14805","OCEL1"
"14806","NR2F6"
"14807","BABAM1"
"14808","ANKLE1"
"14809","ABHD8"
"14810","MRPL34"
"14811","DDA1"
"14812","ANO8"
"14813","GTPBP3"
"14814","PLVAP"
"14815","BST2"
"14816","BISPR"
"14817","MVB12A"
"14818","CTD-2521M24.6"
"14819","SLC27A1"
"14820","CTD-3131K8.2"
"14821","PGLS"
"14822","FAM129C"
"14823","COLGALT1"
"14824","MAP1S"
"14825","FCHO1"
"14826","INSL3"
"14827","JAK3"
"14828","RPL18A"
"14829","SLC5A5"
"14830","CCDC124"
"14831","KCNN1"
"14832","ARRDC2"
"14833","IL12RB1"
"14834","MAST3"
"14835","PIK3R2"
"14836","IFI30"
"14837","MPV17L2"
"14838","RAB3A"
"14839","AC068499.10"
"14840","PDE4C"
"14841","KIAA1683"
"14842","JUND"
"14843","LSM4"
"14844","PGPEP1"
"14845","LRRC25"
"14846","SSBP4"
"14847","ISYNA1"
"14848","ELL"
"14849","FKBP8"
"14850","KXD1"
"14851","AC005253.2"
"14852","UBA52"
"14853","C19orf60"
"14854","KLHL26"
"14855","CRTC1"
"14856","COMP"
"14857","UPF1"
"14858","COPE"
"14859","DDX49"
"14860","HOMER3"
"14861","SUGP2"
"14862","ARMC6"
"14863","SLC25A42"
"14864","TMEM161A"
"14865","BORCS8-MEF2B"
"14866","BORCS8"
"14867","RFXANK"
"14868","NR2C2AP"
"14869","SUGP1"
"14870","MAU2"
"14871","GATAD2A"
"14872","TSSK6"
"14873","NDUFA13"
"14874","YJEFN3"
"14875","PBX4"
"14876","AC002306.1"
"14877","LPAR2"
"14878","GMIP"
"14879","ATP13A1"
"14880","ZNF101"
"14881","ZNF14"
"14882","CTC-559E9.1"
"14883","ZNF506"
"14884","ZNF253"
"14885","ZNF93"
"14886","ZNF682"
"14887","ZNF90"
"14888","CTC-260E6.6"
"14889","ZNF486"
"14890","ZNF737"
"14891","ZNF626"
"14892","ZNF66"
"14893","ZNF85"
"14894","ZNF430"
"14895","ZNF714"
"14896","ZNF431"
"14897","ZNF708"
"14898","ZNF738"
"14899","ZNF493"
"14900","LINC00664"
"14901","ZNF429"
"14902","ZNF100"
"14903","ZNF43"
"14904","ZNF208"
"14905","ZNF257"
"14906","ZNF492"
"14907","ZNF730"
"14908","ZNF724P"
"14909","ZNF91"
"14910","ZNF675"
"14911","ZNF681"
"14912","ZNF726"
"14913","ZNF254"
"14914","CTD-2017D11.1"
"14915","CTD-2027I19.3"
"14916","LINC00662"
"14917","CTC-459F4.1"
"14918","CTC-459F4.3"
"14919","AC005616.2"
"14920","UQCRFS1"
"14921","CTB-32O4.2"
"14922","POP4"
"14923","PLEKHF1"
"14924","C19orf12"
"14925","CCNE1"
"14926","URI1"
"14927","TSHZ3"
"14928","ZNF507"
"14929","AC007773.2"
"14930","DPY19L3"
"14931","PDCD5"
"14932","ANKRD27"
"14933","RGS9BP"
"14934","CTD-2538C1.2"
"14935","NUDT19"
"14936","TDRD12"
"14937","CEP89"
"14938","FAAP24"
"14939","RHPN2"
"14940","GPATCH1"
"14941","LRP3"
"14942","CEBPA"
"14943","CEBPA-AS1"
"14944","CTD-2540B15.9"
"14945","CEBPG"
"14946","PEPD"
"14947","KCTD15"
"14948","LSM14A"
"14949","KIAA0355"
"14950","GPI"
"14951","PDCD2L"
"14952","UBA2"
"14953","WTIP"
"14954","SCGB1B2P"
"14955","ZNF302"
"14956","CTD-2553L13.10"
"14957","ZNF181"
"14958","ZNF599"
"14959","CTC-523E23.1"
"14960","CTC-523E23.11"
"14961","ZNF30"
"14962","ZNF792"
"14963","GRAMD1A"
"14964","SCN1B"
"14965","FXYD3"
"14966","LGI4"
"14967","FXYD1"
"14968","FXYD7"
"14969","FXYD5"
"14970","LSR"
"14971","USF2"
"14972","HAMP"
"14973","CD22"
"14974","FFAR1"
"14975","FFAR2"
"14976","DMKN"
"14977","TMEM147-AS1"
"14978","TMEM147"
"14979","HAUS5"
"14980","RBM42"
"14981","ETV2"
"14982","COX6B1"
"14983","ZBTB32"
"14984","KMT2B"
"14985","IGFLR1"
"14986","U2AF1L4"
"14987","PSENEN"
"14988","AC002398.11"
"14989","LIN37"
"14990","HSPB6"
"14991","PROSER3"
"14992","ARHGAP33"
"14993","NFKBID"
"14994","HCST"
"14995","TYROBP"
"14996","LRFN3"
"14997","SDHAF1"
"14998","SYNE4"
"14999","ALKBH6"
"15000","AC002116.7"
"15001","CLIP3"
"15002","THAP8"
"15003","WDR62"
"15004","POLR2I"
"15005","TBCB"
"15006","CAPNS1"
"15007","ZNF565"
"15008","ZNF146"
"15009","LINC00665"
"15010","ZFP14"
"15011","ZFP82"
"15012","ZNF566"
"15013","CTD-2630F21.1"
"15014","ZNF260"
"15015","ZNF529"
"15016","ZNF529-AS1"
"15017","ZNF382"
"15018","ZNF461"
"15019","LINC01534"
"15020","ZNF567"
"15021","ZNF850"
"15022","CTD-2162K18.4"
"15023","CTD-2162K18.3"
"15024","ZNF790-AS1"
"15025","ZNF790"
"15026","ZNF345"
"15027","ZNF829"
"15028","ZNF568"
"15029","ZNF420"
"15030","ZNF585A"
"15031","ZNF585B"
"15032","ZNF383"
"15033","LINC01535"
"15034","HKR1"
"15035","ZNF527"
"15036","ZNF569"
"15037","ZNF570"
"15038","ZNF793-AS1"
"15039","ZNF793"
"15040","ZNF571-AS1"
"15041","ZNF540"
"15042","ZNF571"
"15043","ZFP30"
"15044","ZNF781"
"15045","ZNF607"
"15046","CTD-2528L19.6"
"15047","ZNF573"
"15048","SIPA1L3"
"15049","SPINT2"
"15050","PPP1R14A"
"15051","C19orf33"
"15052","YIF1B"
"15053","KCNK6"
"15054","CATSPERG"
"15055","PSMD8"
"15056","FAM98C"
"15057","RASGRP4"
"15058","RYR1"
"15059","MAP4K1"
"15060","EIF3K"
"15061","ACTN4"
"15062","CAPN12"
"15063","CTD-2540F13.2"
"15064","LGALS4"
"15065","ECH1"
"15066","HNRNPL"
"15067","RINL"
"15068","SIRT2"
"15069","NFKBIB"
"15070","CCER2"
"15071","SARS2"
"15072","MRPS12"
"15073","FBXO27"
"15074","PAK4"
"15075","IFNL1"
"15076","LRFN1"
"15077","GMFG"
"15078","CTC-246B18.10"
"15079","SAMD4B"
"15080","PAF1"
"15081","MED29"
"15082","ZFP36"
"15083","PLEKHG2"
"15084","RPS16"
"15085","SUPT5H"
"15086","TIMM50"
"15087","DLL3"
"15088","EID2B"
"15089","EID2"
"15090","CLC"
"15091","DYRK1B"
"15092","FBL"
"15093","FCGBP"
"15094","PSMC4"
"15095","ZNF546"
"15096","ZNF780B"
"15097","ZNF780A"
"15098","AC005614.3"
"15099","MAP3K10"
"15100","AKT2"
"15101","C19orf47"
"15102","PLD3"
"15103","PRX"
"15104","SERTAD1"
"15105","SERTAD3"
"15106","BLVRB"
"15107","SHKBP1"
"15108","LTBP4"
"15109","NUMBL"
"15110","ADCK4"
"15111","ITPKC"
"15112","C19orf54"
